,clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd
77,71,2019-03-19,-4.3,33,287,123,89,753,414,5.8,1553007600,2.3,195,5.0,1553022000,-0.1,1552957200,0.5,0.5,999,final,61.3,1015,0.0,,84,797,6892,2953,2026,3.1,1552950000,195,6.4,2.9
78,92,2019-03-20,0.8,34,291,126,89,757,421,5.5,1553094000,1.0,217,8.0,1553086800,2.2,1553083200,9.5,9.5,995,final,84.3,1011,0.0,,38,808,6990,3026,914,3.2,1553036400,217,17.2,3.9
79,74,2019-03-21,-1.6,34,295,129,90,761,428,6.7,1553151600,2.4,232,8.0,1553151600,1.4,1553202000,4.0,4.0,998,final,66.4,1014,0.0,,107,819,7085,3099,2561,4.2,1553122800,232,19.6,4.6
80,96,2019-03-22,-4.4,35,299,132,90,764,434,8.8,1553270400,0.9,188,9.0,1553270400,0.9,1553223600,0.5,0.5,998,final,49.8,1014,0.0,,36,830,7176,3173,870,5.5,1553209200,188,13.6,4.6
81,81,2019-03-23,-0.7,35,303,135,91,767,441,8.5,1553306400,1.2,219,11.0,1553378400,0.3,1553367600,6.0,6.0,986,final,80.8,1002,10.0,,65,840,7264,3247,1558,2.4,1553295600,219,28.4,6.8
82,99,2019-03-24,-1.2,35,306,138,91,771,448,2.5,1553396400,0.9,172,9.0,1553385600,-1.2,1553464800,16.5,16.5,991,final,88.5,1007,90.5,,19,850,7350,3321,458,0.6,1553382000,172,20.0,2.7
83,76,2019-03-25,-2.2,36,310,141,92,774,455,2.2,1553526000,1.5,212,7.0,1553536800,-2.4,1553468400,4.0,4.0,998,final,82.5,1014,11.0,,67,860,7432,3395,1620,0.5,1553468400,212,18.4,3.8
84,91,2019-03-26,-1.2,36,313,145,93,777,461,4.0,1553634000,1.0,227,6.0,1553562000,-0.7,1553580000,5.0,5.0,999,final,84.6,1016,7.5,,43,870,7511,3469,1024,1.2,1553554800,227,15.6,3.2
85,88,2019-03-27,2.1,37,316,148,93,780,468,6.9,1553698800,1.5,219,5.0,1553698800,0.9,1553673600,4.0,4.0,1002,final,82.3,1018,0.0,,62,883,7590,3543,1478,4.9,1553641200,219,10.8,3.2
86,92,2019-03-28,1.7,37,320,151,94,783,475,13.5,1553785200,1.5,213,9.0,1553788800,4.0,1553727600,4.5,4.5,997,final,62.0,1013,0.0,,46,895,7677,3618,1115,8.9,1553727600,213,13.6,4.9
87,96,2019-03-29,1.4,38,324,154,94,786,481,11.4,1553864400,1.0,229,11.0,1553864400,1.0,1553875200,22.0,22.0,991,final,82.5,1007,11.0,,27,907,7769,3693,656,4.3,1553814000,229,16.4,4.6
88,90,2019-03-30,-0.4,38,328,157,95,789,488,4.3,1553940000,1.7,227,6.0,1553940000,-0.8,1553983200,13.0,13.0,990,final,89.5,1006,58.5,,57,919,7862,3769,1376,1.2,1553900400,227,17.6,3.1
89,81,2019-03-31,-2.4,41,346,167,95,791,495,2.0,1554040800,1.4,242,4.0,1554033600,-1.8,1554066000,4.0,4.0,1000,final,87.4,1016,43.0,,81,933,7956,3846,1866,-0.5,1553986800,242,14.0,3.6
90,94,2019-04-01,-3.2,39,336,163,95,794,501,7.1,1554127200,1.1,167,6.0,1554084000,-1.6,1554080400,3.5,3.5,1003,final,68.0,1019,23.0,,42,947,8056,3923,1005,2.2,1554069600,167,9.6,2.8
91,99,2019-04-02,-5.4,40,340,167,96,797,507,7.2,1554217200,1.1,182,4.0,1554195600,-2.3,1554166800,0.0,0.0,995,final,57.2,1011,0.0,,43,960,8159,4001,1035,2.7,1554156000,182,7.2,2.0
92,52,2019-04-03,-4.0,41,344,170,96,799,514,11.0,1554300000,2.8,190,3.0,1554246000,0.2,1554264000,0.0,0.0,993,final,50.0,1009,0.0,,147,973,8262,4079,3518,5.9,1554242400,190,6.8,2.0
93,43,2019-04-04,-1.2,41,348,173,97,802,520,8.9,1554382800,2.4,121,4.0,1554382800,0.8,1554357600,0.0,0.0,997,final,67.1,1013,0.0,,117,985,8364,4157,2796,4.4,1554328800,121,6.8,2.3
94,17,2019-04-05,-0.9,42,353,176,97,804,526,8.0,1554454800,3.6,124,6.0,1554465600,2.7,1554498000,0.0,0.0,1000,final,61.3,1016,0.0,,176,997,8463,4235,4235,6.1,1554415200,124,14.4,2.8
95,76,2019-04-06,-3.5,42,357,180,98,806,533,7.0,1554555600,2.0,202,4.0,1554501600,0.2,1554526800,0.0,0.0,999,final,60.6,1015,0.0,,113,1008,8560,4313,2724,3.5,1554501600,202,10.4,2.1
96,65,2019-04-07,-2.4,42,361,183,98,809,539,4.5,1554588000,2.2,290,4.0,1554627600,2.4,1554670800,0.0,0.0,1003,final,66.6,1020,0.0,,141,1019,8653,4392,3389,3.3,1554588000,290,12.0,2.6
97,33,2019-04-08,-5.8,43,364,186,99,811,545,5.2,1554735600,2.8,110,4.0,1554746400,-2.5,1554696000,0.0,0.0,1010,final,59.0,1026,0.0,,137,1030,8743,4469,3296,1.8,1554674400,110,9.6,2.4
98,19,2019-04-09,-8.1,43,368,189,99,813,551,3.3,1554818400,3.5,86,5.0,1554818400,-1.7,1554843600,0.0,0.0,1011,final,54.8,1027,0.0,,189,1040,8831,4547,4531,0.6,1554760800,86,7.2,2.5
99,16,2019-04-10,-10.5,44,371,193,99,815,557,2.7,1554901200,3.0,95,5.0,1554904800,-6.3,1554872400,0.0,0.0,1012,final,50.8,1029,0.0,,181,1050,8915,4624,4334,-1.3,1554847200,95,8.0,2.3
100,3,2019-04-11,-10.2,44,375,196,100,817,563,4.7,1554998400,3.9,131,3.0,1554980400,-7.3,1554955200,0.0,0.0,1015,final,49.0,1031,0.0,,196,1060,8995,4701,4701,-0.4,1554933600,131,5.6,1.7
101,11,2019-04-12,-6.6,45,378,199,100,819,568,7.1,1555081200,4.0,157,3.0,1555048800,-4.4,1555041600,0.0,0.0,1018,final,56.6,1035,0.0,,199,1070,9073,4778,4778,1.4,1555020000,157,3.2,1.8
102,17,2019-04-13,-5.6,45,381,202,101,821,574,7.8,1555167600,4.0,128,3.0,1555164000,-4.1,1555128000,0.0,0.0,1020,final,59.5,1036,0.0,,202,1080,9149,4854,4851,2.1,1555106400,128,3.6,1.6
103,0,2019-04-14,-8.8,46,384,205,101,823,580,9.9,1555254000,4.1,114,3.0,1555243200,-3.8,1555210800,0.0,0.0,1021,final,44.5,1037,0.0,,205,1093,9227,4930,4930,3.2,1555192800,114,4.0,1.5
104,0,2019-04-15,-8.2,46,388,209,101,825,585,10.7,1555344000,4.2,106,3.0,1555286400,-3.4,1555300800,0.0,0.0,1020,final,43.0,1037,0.0,,209,1104,9311,5006,5006,4.3,1555279200,106,4.0,1.6
105,0,2019-04-16,-7.4,46,392,212,102,827,591,14.5,1555426800,4.2,153,3.0,1555412400,-0.8,1555383600,0.0,0.0,1017,final,34.0,1033,0.0,,212,1116,9398,5083,5083,8.0,1555365600,153,7.6,1.8
106,1,2019-04-17,-5.0,47,395,215,102,829,596,14.2,1555513200,4.3,183,4.0,1555491600,3.3,1555470000,0.0,0.0,1018,final,35.2,1034,0.0,,215,1126,9484,5159,5159,10.0,1555452000,183,8.4,3.0
107,56,2019-04-18,-3.0,47,399,218,102,830,602,14.4,1555599600,2.2,144,3.0,1555545600,0.8,1555560000,0.0,0.0,1020,final,45.8,1036,0.0,,96,1137,9569,5234,2310,8.4,1555538400,144,6.0,1.6
108,73,2019-04-19,-0.6,48,402,221,103,832,607,17.0,1555686000,1.7,168,3.0,1555653600,5.9,1555650000,0.0,0.0,1020,final,43.5,1037,0.0,,120,1147,9652,5310,2878,11.6,1555624800,168,6.4,2.1
109,52,2019-04-20,0.6,48,405,224,103,833,612,18.2,1555768800,3.9,171,3.0,1555779600,2.3,1555732800,0.0,0.0,1013,final,54.9,1029,0.0,,163,1158,9732,5384,3919,10.1,1555711200,171,7.2,1.8
110,100,2019-04-21,4.8,49,409,227,103,835,617,10.9,1555797600,1.4,153,2.0,1555833600,6.8,1555880400,7.5,7.5,1005,final,81.6,1021,0.0,,42,1170,9812,5459,1007,7.8,1555797600,153,5.2,1.4
111,50,2019-04-22,5.3,49,412,231,104,837,623,22.0,1555948800,4.1,141,5.0,1555948800,5.4,1555905600,0.0,0.0,1001,final,68.9,1016,0.0,,207,1181,9896,5533,4961,11.7,1555884000,141,6.4,1.8
112,17,2019-04-23,1.7,50,416,234,104,838,628,20.7,1556031600,4.6,178,5.0,1556020800,3.4,1555992000,0.0,0.0,1003,final,52.5,1019,0.0,,233,1193,9982,5608,5592,12.6,1555970400,178,8.0,2.4
113,0,2019-04-24,-1.3,50,419,237,104,839,632,18.4,1556118000,4.7,175,5.0,1556103600,8.9,1556078400,0.0,0.0,1002,final,35.1,1018,0.0,,237,1203,10067,5681,5681,14.5,1556056800,175,12.4,3.2
114,53,2019-04-25,-1.0,51,423,240,104,841,637,19.6,1556197200,3.0,163,5.0,1556179200,9.3,1556150400,0.0,0.0,1000,final,34.3,1016,0.0,,179,1214,10151,5754,4292,14.7,1556143200,163,14.8,2.7
115,21,2019-04-26,3.4,51,426,243,105,842,642,19.2,1556240400,4.8,161,6.0,1556240400,8.5,1556251200,0.0,0.0,999,final,47.3,1015,0.0,,243,1224,10233,5827,5826,14.6,1556229600,161,12.4,3.2
116,18,2019-04-27,3.4,51,430,246,105,843,647,20.1,1556370000,4.1,148,4.0,1556377200,7.8,1556337600,0.0,0.0,997,final,47.9,1013,0.0,,245,1233,10312,5899,5880,15.0,1556316000,148,13.6,1.9
117,55,2019-04-28,1.8,52,433,249,105,845,651,21.7,1556456400,4.4,131,3.0,1556456400,9.8,1556424000,0.0,0.0,1004,final,38.8,1020,0.0,,196,1242,10388,5970,4702,16.0,1556402400,131,9.6,1.8
118,89,2019-04-29,5.9,52,436,252,105,846,656,18.7,1556532000,1.6,222,5.0,1556546400,7.2,1556506800,3.0,3.0,1010,final,62.3,1026,0.0,,75,1251,10462,6040,1799,13.1,1556488800,222,9.2,2.5
119,99,2019-04-30,6.5,52,439,255,106,847,660,13.5,1556618400,1.6,215,3.0,1556647200,6.4,1556658000,2.0,2.0,1006,final,81.4,1022,0.0,,68,1260,10533,6110,1639,9.7,1556575200,215,5.6,1.7
120,100,2019-05-01,3.3,53,442,257,106,848,664,7.9,1556661600,1.6,285,4.0,1556722800,3.1,1556744400,14.0,14.0,992,final,88.0,1008,0.0,,38,1270,10602,6178,923,5.1,1556661600,285,8.8,2.3
121,81,2019-05-02,-2.6,53,445,260,106,849,669,5.1,1556787600,2.0,309,6.0,1556798400,0.4,1556798400,1.0,1.0,983,final,67.9,999,0.0,,142,1280,10672,6246,3416,2.8,1556748000,309,13.6,3.0
122,69,2019-05-03,-3.6,54,448,263,106,850,673,5.1,1556892000,3.0,218,5.0,1556870400,-0.5,1556848800,0.5,0.5,986,final,70.2,1002,6.0,,193,1291,10745,6314,4635,1.8,1556834400,218,11.6,2.6
123,99,2019-05-04,0.0,54,451,266,107,851,677,4.0,1556978400,1.6,261,6.0,1557000000,0.5,1556935200,6.0,6.0,990,final,85.2,1006,4.5,,48,1301,10819,6381,1152,2.2,1556920800,261,13.2,3.1
124,96,2019-05-05,0.2,55,454,269,107,852,681,4.2,1557064800,1.6,215,5.0,1557007200,0.5,1557086400,9.0,9.0,990,final,90.1,1006,11.0,,44,1310,10894,6447,1051,1.6,1557007200,215,10.4,2.5
125,47,2019-05-06,-2.2,55,457,271,107,853,685,5.7,1557154800,2.3,249,4.0,1557154800,-1.2,1557104400,0.0,0.0,994,final,72.6,1010,0.0,,193,1319,10967,6512,4626,2.4,1557093600,249,9.2,2.1
126,72,2019-05-07,-1.1,55,460,274,107,854,689,5.8,1557244800,1.7,256,5.0,1557252000,-0.3,1557194400,1.0,1.0,991,final,76.2,1008,0.0,,124,1328,11038,6577,2967,2.8,1557180000,256,10.4,2.8
127,70,2019-05-08,-2.5,56,463,277,107,855,692,8.2,1557324000,2.7,184,5.0,1557306000,0.4,1557284400,0.0,0.0,990,final,65.8,1007,0.0,,187,1336,11106,6640,4493,3.6,1557266400,184,9.2,2.8
128,78,2019-05-09,-0.9,56,466,279,108,856,696,10.4,1557403200,1.7,141,4.0,1557403200,-1.3,1557370800,0.0,0.0,990,final,63.0,1006,0.0,,81,1344,11173,6702,1951,5.8,1557352800,141,12.4,2.1
129,97,2019-05-10,2.2,56,468,282,108,857,700,13.1,1557493200,1.7,181,6.0,1557442800,5.9,1557522000,1.0,1.0,987,final,62.2,1003,0.0,,79,1353,11236,6764,1888,9.2,1557439200,181,12.0,3.3
130,96,2019-05-11,2.2,57,471,284,108,858,703,10.4,1557586800,1.7,266,4.0,1557586800,3.1,1557547200,10.5,10.5,998,final,84.1,1014,0.0,,61,1363,11300,6824,1458,4.8,1557525600,266,9.6,2.5
131,53,2019-05-12,-1.1,57,474,287,108,858,706,7.8,1557666000,3.0,282,7.0,1557669600,2.3,1557694800,0.5,0.5,1011,final,67.5,1028,0.0,,230,1372,11365,6884,5522,4.5,1557612000,282,14.0,3.9
132,64,2019-05-13,-0.4,58,476,289,108,859,710,7.5,1557759600,3.2,232,6.0,1557741600,1.3,1557716400,1.5,1.5,1019,final,73.3,1036,0.0,,202,1381,11431,6942,4856,4.2,1557698400,232,13.2,3.1
133,99,2019-05-14,2.7,58,479,292,109,860,713,10.8,1557831600,1.8,243,3.0,1557846000,2.3,1557806400,1.5,1.5,1016,final,75.5,1033,0.0,,74,1389,11497,7000,1769,6.8,1557784800,243,10.4,2.0
134,98,2019-05-15,6.8,58,482,294,109,860,716,14.1,1557932400,1.8,119,3.0,1557928800,6.9,1557889200,0.0,0.0,1015,final,82.1,1032,0.0,,78,1397,11561,7056,1882,9.9,1557871200,119,4.4,2.0
135,75,2019-05-16,7.0,59,484,296,109,861,719,16.9,1558022400,2.1,199,2.0,1558008000,5.5,1557975600,0.0,0.0,1014,final,77.8,1031,0.0,,139,1405,11624,7112,3340,11.2,1557957600,199,4.0,1.3
136,28,2019-05-17,7.1,59,487,299,109,862,722,21.8,1558105200,5.6,53,3.0,1558105200,5.7,1558058400,0.0,0.0,1009,final,66.2,1025,0.0,,293,1412,11685,7166,7043,14.0,1558044000,53,6.8,2.0
137,87,2019-05-18,4.2,59,489,301,109,862,725,21.9,1558198800,3.9,151,6.0,1558173600,10.4,1558144800,0.0,0.0,1002,final,44.0,1018,0.0,,165,1419,11743,7219,3952,17.0,1558130400,151,11.2,2.5
138,84,2019-05-19,7.7,59,492,303,109,863,727,20.7,1558285200,3.6,115,4.0,1558270800,11.7,1558260000,1.0,1.0,998,final,62.3,1013,0.0,,154,1426,11799,7270,3703,15.0,1558216800,115,8.8,2.1
139,83,2019-05-20,9.4,60,494,305,109,863,730,20.4,1558360800,2.0,110,3.0,1558371600,11.7,1558317600,0.0,0.0,998,final,65.4,1014,0.0,,125,1432,11853,7320,3011,16.1,1558303200,110,4.4,1.9
140,51,2019-05-21,10.3,60,496,307,110,864,733,23.9,1558454400,5.3,87,3.0,1558440000,10.8,1558404000,0.0,0.0,997,final,68.3,1013,0.0,,297,1440,11905,7369,7140,16.6,1558389600,87,6.0,1.7
141,71,2019-05-22,11.9,60,498,309,110,864,735,23.9,1558540800,1.9,131,4.0,1558533600,12.6,1558490400,0.5,0.5,994,final,65.9,1009,0.0,,161,1448,11956,7417,3861,18.6,1558476000,131,8.8,1.6
142,87,2019-05-23,11.2,61,500,311,110,865,737,21.6,1558562400,2.9,198,4.0,1558609200,9.8,1558645200,2.0,2.0,990,final,82.6,1006,0.0,,136,1455,12007,7463,3254,14.2,1558562400,198,8.8,1.9
143,66,2019-05-24,6.9,61,502,313,110,865,740,17.6,1558702800,2.7,208,4.0,1558702800,6.9,1558663200,0.0,0.0,990,final,73.4,1006,0.0,,178,1462,12058,7508,4268,11.8,1558648800,208,9.6,2.5
144,84,2019-05-25,3.3,61,505,315,110,866,742,11.4,1558796400,2.3,277,4.0,1558735200,7.0,1558756800,0.0,0.0,992,final,70.4,1008,0.0,,116,1468,12109,7552,2792,8.4,1558735200,277,8.4,2.6
145,85,2019-05-26,1.1,61,507,316,110,866,744,10.1,1558886400,2.5,295,4.0,1558868400,5.2,1558828800,0.0,0.0,987,final,67.0,1003,0.0,,152,1475,12157,7595,3652,6.9,1558821600,295,10.0,2.8
146,76,2019-05-27,1.4,62,509,318,110,866,746,9.6,1558962000,2.4,259,3.0,1558969200,4.1,1558922400,1.0,1.0,984,final,72.7,1000,0.0,,129,1480,12204,7635,3104,6.0,1558908000,259,10.0,1.9
147,72,2019-05-28,0.6,62,510,320,110,867,748,9.7,1559048400,3.3,227,4.0,1559052000,2.7,1559073600,1.0,1.0,988,final,74.8,1004,0.0,,184,1486,12250,7675,4406,4.9,1558994400,227,9.2,2.1
148,91,2019-05-29,0.8,62,512,321,110,867,750,10.7,1559091600,3.0,225,5.0,1559091600,2.6,1559095200,5.5,5.5,992,final,71.7,1008,0.0,,158,1491,12293,7713,3795,5.8,1559080800,225,15.2,3.4
149,91,2019-05-30,2.3,62,514,323,110,867,752,10.2,1559214000,2.2,214,6.0,1559217600,2.5,1559185200,10.5,10.5,990,final,81.5,1006,0.0,,102,1496,12334,7749,2444,5.3,1559167200,214,9.6,2.5
150,96,2019-05-31,3.1,63,516,324,111,868,753,8.0,1559311200,1.9,225,7.0,1559311200,2.2,1559264400,15.5,15.5,994,final,89.6,1010,0.0,,76,1501,12373,7784,1831,4.7,1559253600,225,16.4,4.2
151,97,2019-06-01,3.4,63,517,326,111,868,755,13.7,1559397600,1.9,187,5.0,1559404800,3.8,1559361600,0.5,0.5,995,final,71.9,1011,0.0,,94,1507,12410,7817,2254,8.3,1559340000,187,8.4,2.7
152,88,2019-06-02,4.6,63,519,327,111,868,756,13.1,1559487600,2.2,119,4.0,1559502000,6.8,1559433600,0.0,0.0,997,final,72.8,1013,0.0,,122,1512,12445,7849,2928,9.3,1559426400,119,6.4,2.1
153,93,2019-06-03,9.4,63,520,328,111,868,758,21.5,1559566800,2.7,163,5.0,1559552400,10.2,1559512800,7.0,7.0,986,final,68.7,1002,0.0,,146,1517,12480,7879,3504,15.3,1559512800,163,9.6,3.1
154,76,2019-06-04,9.1,63,521,329,111,868,759,19.3,1559649600,4.0,111,5.0,1559664000,9.3,1559617200,12.5,12.5,991,final,75.9,1006,0.0,,208,1522,12514,7908,4985,13.5,1559599200,111,7.6,2.1
155,68,2019-06-05,8.1,64,523,331,111,869,760,19.4,1559746800,3.3,138,5.0,1559754000,7.2,1559696400,1.0,1.0,995,final,74.5,1010,0.0,,176,1526,12546,7935,4235,12.9,1559685600,138,13.2,2.3
156,36,2019-06-06,10.7,64,524,332,111,869,762,26.7,1559836800,5.7,128,4.0,1559840400,11.6,1559793600,0.0,0.0,997,final,59.7,1012,0.0,,322,1530,12577,7960,7730,19.1,1559772000,128,9.2,2.5
157,88,2019-06-07,10.5,64,525,333,111,869,763,25.4,1559858400,2.0,254,5.0,1559858400,10.1,1559941200,4.0,4.0,997,final,78.8,1013,0.0,,103,1534,12606,7984,2480,14.5,1559858400,254,11.2,2.6
158,79,2019-06-08,11.1,64,526,334,111,869,764,21.6,1560013200,4.9,106,5.0,1559988000,9.6,1559955600,3.0,3.0,996,final,81.5,1011,0.0,,194,1537,12633,8006,4649,14.4,1559944800,106,7.2,2.3
159,72,2019-06-09,9.7,64,527,334,111,869,764,20.7,1560078000,4.3,179,5.0,1560045600,12.0,1560114000,1.0,1.0,991,final,69.3,1007,0.0,,279,1540,12657,8026,6687,15.6,1560031200,179,9.6,2.4
160,84,2019-06-10,7.5,64,528,335,111,869,765,14.5,1560171600,2.0,231,3.0,1560142800,8.7,1560139200,0.0,0.0,1002,final,81.0,1017,0.0,,136,1543,12680,8045,3268,10.7,1560117600,231,9.2,1.8
161,67,2019-06-11,6.9,64,529,336,111,869,766,17.7,1560268800,2.9,63,4.0,1560276000,7.0,1560222000,0.0,0.0,1010,final,68.0,1026,0.0,,202,1546,12701,8062,4853,13.0,1560204000,63,6.4,2.8
162,79,2019-06-12,6.0,64,530,337,111,869,767,18.4,1560333600,3.0,133,4.0,1560337200,8.4,1560304800,1.0,1.0,1008,final,64.8,1024,0.0,,165,1548,12719,8077,3953,13.0,1560290400,133,10.4,2.1
163,77,2019-06-13,8.0,65,531,337,111,869,767,18.8,1560441600,4.3,115,4.0,1560427200,8.8,1560391200,6.5,6.5,997,final,73.1,1013,0.0,,190,1550,12735,8090,4571,12.9,1560376800,115,14.0,2.8
164,72,2019-06-14,9.9,65,531,338,111,869,768,19.7,1560528000,2.7,78,3.0,1560531600,10.4,1560474000,0.0,0.0,1000,final,69.9,1016,0.0,,167,1551,12749,8102,3999,15.4,1560463200,78,6.8,2.0
165,78,2019-06-15,10.1,65,532,338,111,869,768,21.6,1560618000,3.5,197,4.0,1560585600,11.4,1560571200,0.0,0.0,1002,final,66.6,1018,0.0,,190,1553,12761,8111,4554,16.6,1560549600,197,6.4,2.2
166,54,2019-06-16,11.3,65,532,338,111,869,768,24.1,1560697200,4.3,165,4.0,1560697200,11.1,1560646800,0.0,0.0,997,final,68.7,1012,0.0,,281,1554,12770,8119,6752,17.5,1560636000,165,8.0,2.1
167,87,2019-06-17,9.1,65,532,339,111,869,768,18.9,1560783600,2.9,156,4.0,1560783600,10.7,1560747600,3.5,3.5,997,final,76.7,1013,0.0,,139,1555,12777,8125,3346,13.4,1560722400,156,7.2,2.5
168,65,2019-06-18,9.6,65,533,339,111,869,769,18.3,1560859200,5.4,170,4.0,1560873600,10.8,1560837600,14.0,14.0,994,final,77.3,1009,0.0,,275,1555,12783,8130,6608,13.6,1560808800,170,10.0,2.6
169,54,2019-06-19,9.0,65,533,339,111,869,769,19.8,1560956400,5.1,53,3.7,1560978000,9.0,1560902400,1.0,1.0,994,final,72.7,1010,0.0,,300,1556,12785,8132,7205,14.1,1560895200,53,6.4,2.4
170,98,2019-06-20,10.7,65,533,339,111,869,769,20.9,1561035600,2.0,168,4.0,1560981600,12.9,1561003200,2.0,2.0,988,final,71.6,1003,0.0,,88,1556,12786,8133,2106,16.0,1560981600,168,7.6,2.5
171,94,2019-06-21,8.7,65,533,339,111,869,768,16.3,1561068000,2.3,206,3.0,1561107600,9.2,1561150800,12.0,12.0,991,final,82.4,1007,0.0,,113,1556,12785,8132,2707,11.7,1561068000,206,5.6,1.8
172,70,2019-06-22,6.4,65,533,339,111,869,768,14.8,1561222800,3.6,240,7.0,1561194000,8.6,1561176000,4.0,4.0,999,final,74.6,1015,0.0,,263,1555,12781,8129,6318,10.9,1561154400,240,16.0,3.3
173,63,2019-06-23,6.5,65,532,339,111,869,768,13.5,1561294800,3.9,236,4.0,1561312800,8.8,1561258800,1.5,1.5,1006,final,74.6,1022,0.0,,245,1555,12775,8124,5887,10.9,1561240800,236,13.6,2.6
174,86,2019-06-24,6.2,65,532,338,111,868,768,17.1,1561392000,2.8,135,4.0,1561384800,8.7,1561345200,0.0,0.0,1014,final,66.3,1030,0.0,,148,1554,12767,8118,3542,12.5,1561327200,135,6.0,2.3
175,97,2019-06-25,9.9,65,532,338,111,868,767,16.6,1561467600,2.1,113,3.0,1561453200,9.2,1561420800,0.0,0.0,1009,final,80.8,1025,0.0,,98,1552,12756,8110,2352,13.3,1561413600,113,5.2,1.9
176,96,2019-06-26,6.7,65,531,337,111,868,766,15.0,1561554000,3.0,276,4.0,1561554000,9.6,1561518000,0.0,0.0,1007,final,75.7,1023,0.0,,138,1551,12744,8099,3310,10.9,1561500000,276,9.6,2.8
177,98,2019-06-27,7.5,65,530,337,111,868,766,10.8,1561590000,2.2,270,4.0,1561590000,9.1,1561626000,0.5,0.5,1008,final,85.5,1024,0.0,,88,1549,12729,8088,2113,9.8,1561586400,270,11.2,3.1
178,100,2019-06-28,8.8,64,530,336,111,868,765,13.8,1561741200,2.0,225,5.0,1561690800,8.2,1561690800,2.5,2.5,1006,final,87.0,1021,0.0,,71,1547,12712,8074,1707,10.9,1561672800,225,12.0,3.0
179,100,2019-06-29,9.9,64,529,336,111,867,764,13.7,1561784400,2.0,219,6.0,1561784400,10.9,1561834800,4.0,4.0,997,final,89.3,1013,0.0,,64,1545,12693,8059,1526,11.6,1561759200,219,14.8,2.8
